soort	frequentie	wijziging	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Gierzwaluw	driejaarlijks	2019-2021: +29% (+2%; +66%) t.o.v. 2016-2018 (+)	2016	2019	1.293	1.022	1.665	1.137	1.464	1.217	1.376	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2007-2009: -34% (-52%; -12%) t.o.v. 2019-2021 (-)	2019	2007	0.659	0.481	0.877	0.565	0.764	0.61	0.709	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2010-2012: +5% (-20%; +35%) t.o.v. 2019-2021 (?+)	2019	2010	1.048	0.804	1.351	0.914	1.191	0.983	1.107	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2013-2015: -11% (-33%; +15%) t.o.v. 2019-2021 (?-)	2019	2013	0.886	0.674	1.153	0.777	1.018	0.832	0.945	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	driejaarlijks	2016-2018: -23% (-40%; -2%) t.o.v. 2019-2021 (-)	2019	2016	0.773	0.601	0.978	0.683	0.88	0.727	0.821	8aa52006b875e9c4a29a7c4c4191f6a87c463594	0e7a4ff6122dda6043d8dfd1ca46655ffb4bf2ec
Gierzwaluw	jaarlijks	2008: +8% (-20%; +48%) t.o.v. 2007 (?+)	2007	2008	1.081	0.795	1.482	0.926	1.249	1.006	1.162	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: +5% (-29%; +51%) t.o.v. 2007 (?)	2007	2009	1.051	0.71	1.505	0.853	1.238	0.969	1.126	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: +33% (-6%; +90%) t.o.v. 2007 (?+)	2007	2010	1.332	0.938	1.905	1.113	1.591	1.23	1.446	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: +58% (+10%; +133%) t.o.v. 2007 (+)	2007	2011	1.585	1.096	2.33	1.3	1.889	1.443	1.719	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +110% (+50%; +210%) t.o.v. 2007 (++)	2007	2012	2.071	1.465	3.121	1.763	2.573	1.917	2.284	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: +62% (+17%; +134%) t.o.v. 2007 (+)	2007	2013	1.619	1.174	2.34	1.352	1.95	1.492	1.754	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +82% (+24%; +180%) t.o.v. 2007 (+)	2007	2014	1.817	1.245	2.805	1.499	2.24	1.681	1.995	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: +17% (-21%; +69%) t.o.v. 2007 (?+)	2007	2015	1.168	0.788	1.695	0.963	1.405	1.074	1.262	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: +2% (-29%; +51%) t.o.v. 2007 (?)	2007	2016	1.019	0.712	1.507	0.838	1.232	0.929	1.099	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: +28% (-12%; +87%) t.o.v. 2007 (?+)	2007	2017	1.282	0.877	1.87	1.053	1.567	1.178	1.423	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: +57% (+5%; +133%) t.o.v. 2007 (+)	2007	2018	1.567	1.053	2.333	1.29	1.912	1.427	1.741	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +83% (+27%; +161%) t.o.v. 2007 (+)	2007	2019	1.829	1.267	2.605	1.51	2.218	1.671	1.993	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: +42% (-6%; +111%) t.o.v. 2007 (?+)	2007	2020	1.417	0.94	2.11	1.152	1.753	1.297	1.549	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -7% (-33%; +26%) t.o.v. 2008 (?-)	2008	2007	0.925	0.675	1.258	0.8	1.08	0.861	0.994	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -4% (-28%; +29%) t.o.v. 2008 (?-)	2008	2009	0.961	0.724	1.29	0.82	1.112	0.897	1.029	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: +23% (-12%; +69%) t.o.v. 2008 (?+)	2008	2010	1.229	0.885	1.688	1.05	1.454	1.146	1.328	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: +45% (+6%; +111%) t.o.v. 2008 (+)	2008	2011	1.448	1.058	2.107	1.245	1.715	1.349	1.553	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +94% (+41%; +173%) t.o.v. 2008 (++)	2008	2012	1.944	1.41	2.728	1.635	2.329	1.798	2.104	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: +51% (+6%; +107%) t.o.v. 2008 (+)	2008	2013	1.513	1.055	2.073	1.266	1.8	1.389	1.643	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +68% (+16%; +147%) t.o.v. 2008 (+)	2008	2014	1.682	1.16	2.472	1.423	2.036	1.547	1.847	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: +8% (-26%; +52%) t.o.v. 2008 (?)	2008	2015	1.08	0.738	1.521	0.895	1.301	0.99	1.174	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -6% (-34%; +32%) t.o.v. 2008 (?-)	2008	2016	0.938	0.656	1.322	0.786	1.133	0.866	1.024	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: +20% (-17%; +70%) t.o.v. 2008 (?+)	2008	2017	1.204	0.829	1.695	0.988	1.408	1.098	1.29	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: +45% (-1%; +106%) t.o.v. 2008 (?+)	2008	2018	1.451	0.995	2.057	1.206	1.75	1.34	1.592	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +69% (+18%; +141%) t.o.v. 2008 (+)	2008	2019	1.69	1.178	2.415	1.401	2.023	1.549	1.846	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: +30% (-10%; +90%) t.o.v. 2008 (?+)	2008	2020	1.326	0.884	1.907	1.074	1.597	1.197	1.443	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -5% (-34%; +41%) t.o.v. 2009 (?)	2009	2007	0.952	0.664	1.409	0.807	1.172	0.888	1.032	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: +4% (-22%; +38%) t.o.v. 2009 (?+)	2009	2008	1.04	0.775	1.382	0.899	1.22	0.972	1.114	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: +29% (-4%; +72%) t.o.v. 2009 (?+)	2009	2010	1.288	0.963	1.723	1.105	1.491	1.191	1.377	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: +50% (+9%; +122%) t.o.v. 2009 (+)	2009	2011	1.5	1.093	2.217	1.271	1.808	1.398	1.63	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +103% (+43%; +193%) t.o.v. 2009 (++)	2009	2012	2.034	1.43	2.934	1.678	2.465	1.846	2.188	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: +57% (+12%; +121%) t.o.v. 2009 (+)	2009	2013	1.57	1.117	2.21	1.311	1.873	1.436	1.697	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +75% (+20%; +168%) t.o.v. 2009 (+)	2009	2014	1.753	1.199	2.681	1.434	2.181	1.591	1.948	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: +12% (-24%; +62%) t.o.v. 2009 (?+)	2009	2015	1.122	0.764	1.617	0.922	1.357	1.025	1.223	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -2% (-30%; +43%) t.o.v. 2009 (?)	2009	2016	0.977	0.699	1.427	0.824	1.174	0.897	1.06	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: +25% (-15%; +82%) t.o.v. 2009 (?+)	2009	2017	1.251	0.845	1.817	1.012	1.507	1.139	1.351	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: +51% (+4%; +123%) t.o.v. 2009 (+)	2009	2018	1.509	1.04	2.229	1.25	1.834	1.387	1.646	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +74% (+23%; +163%) t.o.v. 2009 (+)	2009	2019	1.741	1.225	2.633	1.435	2.166	1.594	1.92	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: +37% (-8%; +108%) t.o.v. 2009 (?+)	2009	2020	1.374	0.922	2.076	1.103	1.697	1.222	1.505	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -25% (-48%; +7%) t.o.v. 2010 (?-)	2010	2007	0.751	0.525	1.066	0.628	0.898	0.692	0.813	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: -19% (-41%; +13%) t.o.v. 2010 (?-)	2010	2008	0.813	0.592	1.131	0.688	0.952	0.753	0.873	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -22% (-42%; +4%) t.o.v. 2010 (?-)	2010	2009	0.776	0.58	1.038	0.671	0.905	0.726	0.84	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: +18% (-10%; +58%) t.o.v. 2010 (?+)	2010	2011	1.18	0.902	1.575	1.031	1.377	1.107	1.261	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +59% (+14%; +120%) t.o.v. 2010 (+)	2010	2012	1.592	1.144	2.204	1.34	1.865	1.469	1.709	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: +22% (-11%; +71%) t.o.v. 2010 (?+)	2010	2013	1.217	0.888	1.708	1.031	1.433	1.136	1.314	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +37% (-3%; +100%) t.o.v. 2010 (?+)	2010	2014	1.37	0.971	2.002	1.138	1.669	1.254	1.507	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: -13% (-39%; +22%) t.o.v. 2010 (?-)	2010	2015	0.874	0.605	1.223	0.731	1.055	0.807	0.95	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -23% (-46%; +8%) t.o.v. 2010 (?-)	2010	2016	0.769	0.543	1.075	0.644	0.91	0.706	0.829	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: -2% (-35%; +41%) t.o.v. 2010 (?)	2010	2017	0.976	0.655	1.415	0.788	1.167	0.895	1.064	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: +17% (-19%; +72%) t.o.v. 2010 (?+)	2010	2018	1.174	0.814	1.717	0.959	1.425	1.078	1.287	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +37% (-3%; +95%) t.o.v. 2010 (?+)	2010	2019	1.368	0.967	1.951	1.132	1.642	1.253	1.499	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: +6% (-27%; +59%) t.o.v. 2010 (?)	2010	2020	1.06	0.728	1.588	0.877	1.312	0.965	1.158	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -37% (-57%; -9%) t.o.v. 2011 (-)	2011	2007	0.631	0.429	0.913	0.529	0.769	0.582	0.693	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: -31% (-53%; -5%) t.o.v. 2011 (-)	2011	2008	0.691	0.475	0.945	0.583	0.803	0.644	0.741	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -33% (-55%; -8%) t.o.v. 2011 (-)	2011	2009	0.667	0.451	0.915	0.553	0.787	0.614	0.715	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: -15% (-37%; +11%) t.o.v. 2011 (?-)	2011	2010	0.847	0.635	1.109	0.726	0.97	0.793	0.904	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +33% (+1%; +80%) t.o.v. 2011 (+)	2011	2012	1.333	1.012	1.803	1.159	1.542	1.243	1.415	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: +3% (-26%; +43%) t.o.v. 2011 (?)	2011	2013	1.025	0.742	1.434	0.868	1.218	0.955	1.116	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +17% (-20%; +70%) t.o.v. 2011 (?+)	2011	2014	1.169	0.803	1.704	0.95	1.405	1.074	1.265	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: -26% (-49%; +7%) t.o.v. 2011 (?-)	2011	2015	0.738	0.511	1.068	0.615	0.886	0.679	0.802	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -35% (-56%; -8%) t.o.v. 2011 (-)	2011	2016	0.645	0.442	0.923	0.536	0.783	0.597	0.703	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: -18% (-45%; +18%) t.o.v. 2011 (?-)	2011	2017	0.815	0.554	1.178	0.673	0.984	0.751	0.893	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: -1% (-31%; +48%) t.o.v. 2011 (?)	2011	2018	0.99	0.686	1.481	0.809	1.219	0.899	1.081	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +15% (-18%; +67%) t.o.v. 2011 (?+)	2011	2019	1.146	0.822	1.675	0.963	1.393	1.06	1.238	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: -10% (-39%; +32%) t.o.v. 2011 (?-)	2011	2020	0.895	0.609	1.316	0.729	1.091	0.819	0.99	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -52% (-68%; -32%) t.o.v. 2012 (--)	2012	2007	0.483	0.32	0.683	0.389	0.567	0.438	0.522	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: -49% (-63%; -29%) t.o.v. 2012 (--)	2012	2008	0.514	0.367	0.709	0.429	0.612	0.475	0.556	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -51% (-66%; -30%) t.o.v. 2012 (--)	2012	2009	0.492	0.341	0.699	0.406	0.596	0.457	0.542	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: -37% (-55%; -13%) t.o.v. 2012 (-)	2012	2010	0.628	0.454	0.874	0.536	0.746	0.585	0.681	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: -25% (-45%; -1%) t.o.v. 2012 (-)	2012	2011	0.75	0.555	0.988	0.648	0.863	0.707	0.804	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: -23% (-43%; +0%) t.o.v. 2012 (?-)	2012	2013	0.774	0.569	1.004	0.671	0.893	0.731	0.829	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: -13% (-36%; +23%) t.o.v. 2012 (?-)	2012	2014	0.872	0.641	1.229	0.736	1.009	0.804	0.937	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: -45% (-61%; -24%) t.o.v. 2012 (-)	2012	2015	0.553	0.389	0.765	0.463	0.662	0.512	0.597	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -51% (-67%; -31%) t.o.v. 2012 (--)	2012	2016	0.49	0.333	0.691	0.402	0.576	0.447	0.531	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: -39% (-58%; -12%) t.o.v. 2012 (-)	2012	2017	0.612	0.416	0.879	0.504	0.734	0.564	0.665	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: -26% (-48%; +5%) t.o.v. 2012 (?-)	2012	2018	0.744	0.519	1.054	0.624	0.887	0.683	0.81	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: -14% (-37%; +18%) t.o.v. 2012 (?-)	2012	2019	0.862	0.634	1.178	0.74	1.012	0.808	0.926	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: -32% (-54%; -5%) t.o.v. 2012 (-)	2012	2020	0.678	0.463	0.953	0.552	0.815	0.624	0.739	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -38% (-57%; -15%) t.o.v. 2013 (-)	2013	2007	0.617	0.427	0.852	0.513	0.74	0.57	0.67	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: -34% (-52%; -5%) t.o.v. 2013 (-)	2013	2008	0.661	0.482	0.948	0.556	0.79	0.609	0.72	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -36% (-55%; -10%) t.o.v. 2013 (-)	2013	2009	0.637	0.453	0.895	0.534	0.763	0.589	0.696	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: -18% (-41%; +13%) t.o.v. 2013 (?-)	2013	2010	0.822	0.585	1.126	0.698	0.97	0.761	0.881	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: -2% (-30%; +35%) t.o.v. 2013 (?)	2013	2011	0.975	0.697	1.347	0.821	1.152	0.896	1.047	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +29% (-0%; +76%) t.o.v. 2013 (?+)	2013	2012	1.291	0.996	1.756	1.12	1.49	1.207	1.368	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2014: +12% (-15%; +54%) t.o.v. 2013 (?+)	2013	2014	1.118	0.853	1.538	0.962	1.312	1.044	1.206	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: -29% (-48%; -4%) t.o.v. 2013 (-)	2013	2015	0.715	0.524	0.964	0.615	0.835	0.669	0.765	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2016: -38% (-55%; -12%) t.o.v. 2013 (-)	2013	2016	0.622	0.449	0.882	0.534	0.744	0.579	0.674	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2017: -20% (-45%; +9%) t.o.v. 2013 (?-)	2013	2017	0.795	0.553	1.087	0.663	0.943	0.732	0.861	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2018: -3% (-31%; +34%) t.o.v. 2013 (?)	2013	2018	0.973	0.692	1.344	0.805	1.151	0.884	1.05	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2019: +12% (-18%; +54%) t.o.v. 2013 (?+)	2013	2019	1.119	0.824	1.541	0.962	1.311	1.043	1.2	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2020: -13% (-39%; +24%) t.o.v. 2013 (?-)	2013	2020	0.873	0.606	1.238	0.732	1.05	0.801	0.947	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2007: -45% (-64%; -20%) t.o.v. 2014 (-)	2014	2007	0.55	0.357	0.803	0.446	0.667	0.501	0.595	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2008: -41% (-60%; -14%) t.o.v. 2014 (-)	2014	2008	0.595	0.405	0.862	0.491	0.703	0.542	0.647	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2009: -43% (-63%; -17%) t.o.v. 2014 (-)	2014	2009	0.571	0.373	0.834	0.459	0.698	0.513	0.628	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2010: -27% (-50%; +3%) t.o.v. 2014 (?-)	2014	2010	0.73	0.5	1.03	0.599	0.879	0.664	0.797	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2011: -14% (-41%; +24%) t.o.v. 2014 (?-)	2014	2011	0.856	0.587	1.245	0.712	1.053	0.791	0.931	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2012: +15% (-19%; +56%) t.o.v. 2014 (?+)	2014	2012	1.147	0.814	1.561	0.991	1.359	1.067	1.244	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2013: -11% (-35%; +17%) t.o.v. 2014 (?-)	2014	2013	0.894	0.65	1.172	0.762	1.04	0.829	0.957	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
Gierzwaluw	jaarlijks	2015: -36% (-56%; -14%) t.o.v. 2014 (-)	2014	2015	0.645	0.437	0.862	0.54	0.752	0.593	0.689	a2ccf0197f963eafcd1db3dcd71376d157afbd93	9795d4bd12b6f5acd138742fb706aa7580289089
