indicator	frequentie	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	klasse	analyse	status	wijziging
Generalist	jaarlijks	2010	2014	0.946	0.921	0.972	0.926	0.959	0.94	0.952	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -5.4% (-7.9%; -2.8%) t.o.v. 2010 (-)
Generalist	jaarlijks	2010	2015	0.99	0.963	1.017	0.969	1.003	0.983	0.996	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: -1.0% (-3.7%; +1.7%) t.o.v. 2010 (~)
Generalist	jaarlijks	2010	2016	0.97	0.947	0.993	0.952	0.982	0.964	0.975	-~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: -3.0% (-5.3%; -0.7%) t.o.v. 2010 (-~)
Generalist	jaarlijks	2010	2017	0.944	0.919	0.97	0.925	0.957	0.938	0.95	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -5.6% (-8.1%; -3.0%) t.o.v. 2010 (-)
Generalist	jaarlijks	2010	2018	0.949	0.924	0.975	0.929	0.962	0.943	0.955	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -5.1% (-7.6%; -2.5%) t.o.v. 2010 (-)
Generalist	jaarlijks	2010	2019	0.932	0.909	0.957	0.914	0.945	0.927	0.938	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -6.8% (-9.1%; -4.3%) t.o.v. 2010 (-)
Generalist	jaarlijks	2010	2020	0.928	0.9	0.956	0.906	0.942	0.921	0.934	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -7.2% (-10.0%; -4.4%) t.o.v. 2010 (-)
Generalist	jaarlijks	2011	2007	0.928	0.903	0.954	0.908	0.941	0.922	0.934	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -7.2% (-9.7%; -4.6%) t.o.v. 2011 (-)
Generalist	jaarlijks	2011	2008	0.998	0.975	1.022	0.98	1.01	0.993	1.004	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: -0.2% (-2.5%; +2.2%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2009	0.993	0.967	1.019	0.972	1.006	0.987	0.999	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: -0.7% (-3.3%; +1.9%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2010	1.004	0.981	1.029	0.986	1.017	0.999	1.01	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +0.4% (-1.9%; +2.9%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2012	1.046	1.02	1.073	1.026	1.06	1.04	1.052	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +4.6% (+2.0%; +7.3%) t.o.v. 2011 (+)
Generalist	jaarlijks	2011	2013	1.01	0.984	1.037	0.99	1.024	1.004	1.016	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +1.0% (-1.6%; +3.7%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2014	0.95	0.928	0.973	0.932	0.962	0.945	0.955	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -5.0% (-7.2%; -2.7%) t.o.v. 2011 (-)
Generalist	jaarlijks	2011	2015	0.994	0.967	1.022	0.973	1.008	0.987	1	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: -0.6% (-3.3%; +2.2%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2016	0.974	0.948	1	0.954	0.987	0.968	0.98	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: -2.6% (-5.2%; +0.0%) t.o.v. 2011 (~)
Generalist	jaarlijks	2011	2017	0.948	0.925	0.972	0.93	0.96	0.943	0.954	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -5.2% (-7.5%; -2.8%) t.o.v. 2011 (-)
Generalist	jaarlijks	2011	2018	0.953	0.927	0.98	0.933	0.967	0.947	0.959	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -4.7% (-7.3%; -2.0%) t.o.v. 2011 (-)
Generalist	jaarlijks	2011	2019	0.936	0.91	0.963	0.916	0.95	0.93	0.942	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -6.4% (-9.0%; -3.7%) t.o.v. 2011 (-)
Generalist	jaarlijks	2011	2020	0.932	0.906	0.958	0.912	0.945	0.926	0.938	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -6.8% (-9.4%; -4.2%) t.o.v. 2011 (-)
Generalist	jaarlijks	2012	2007	0.887	0.862	0.913	0.867	0.9	0.881	0.893	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -11.30% (-13.80%; -8.70%) t.o.v. 2012 (--)
Generalist	jaarlijks	2012	2008	0.954	0.928	0.981	0.933	0.968	0.948	0.96	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: -4.6% (-7.2%; -1.9%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2009	0.949	0.925	0.973	0.93	0.961	0.943	0.954	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: -5.1% (-7.5%; -2.7%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2010	0.96	0.935	0.985	0.94	0.973	0.954	0.966	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: -4.0% (-6.5%; -1.5%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2011	0.956	0.932	0.98	0.937	0.968	0.95	0.961	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: -4.4% (-6.8%; -2.0%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2013	0.966	0.942	0.99	0.947	0.978	0.96	0.971	-~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: -3.4% (-5.8%; -1.0%) t.o.v. 2012 (-~)
Generalist	jaarlijks	2012	2014	0.908	0.884	0.933	0.889	0.921	0.902	0.914	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -9.20% (-11.60%; -6.70%) t.o.v. 2012 (--)
Generalist	jaarlijks	2012	2015	0.95	0.926	0.974	0.931	0.962	0.944	0.955	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: -5.0% (-7.4%; -2.6%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2016	0.931	0.906	0.957	0.911	0.944	0.925	0.937	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: -6.9% (-9.4%; -4.3%) t.o.v. 2012 (-)
Generalist	jaarlijks	2012	2017	0.906	0.881	0.932	0.887	0.919	0.9	0.912	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -9.40% (-11.90%; -6.80%) t.o.v. 2012 (--)
Generalist	jaarlijks	2012	2018	0.911	0.888	0.935	0.893	0.923	0.906	0.917	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -8.90% (-11.20%; -6.50%) t.o.v. 2012 (--)
Generalist	jaarlijks	2012	2019	0.895	0.869	0.921	0.875	0.908	0.889	0.901	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -10.50% (-13.10%; -7.90%) t.o.v. 2012 (--)
Generalist	jaarlijks	2012	2020	0.891	0.864	0.918	0.869	0.905	0.884	0.897	--	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -10.90% (-13.60%; -8.20%) t.o.v. 2012 (--)
Generalist	jaarlijks	2013	2007	0.919	0.895	0.943	0.9	0.931	0.913	0.924	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -8.10% (-10.50%; -5.70%) t.o.v. 2013 (-)
Generalist	jaarlijks	2013	2008	0.988	0.961	1.015	0.967	1.002	0.982	0.994	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: -1.2% (-3.9%; +1.5%) t.o.v. 2013 (~)
Generalist	jaarlijks	2013	2009	0.983	0.956	1.01	0.962	0.997	0.976	0.989	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: -1.7% (-4.4%; +1.0%) t.o.v. 2013 (~)
Generalist	jaarlijks	2013	2010	0.994	0.971	1.018	0.976	1.006	0.989	1	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: -0.6% (-2.9%; +1.8%) t.o.v. 2013 (~)
Generalist	jaarlijks	2013	2011	0.99	0.965	1.016	0.97	1.003	0.984	0.996	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: -1.0% (-3.5%; +1.6%) t.o.v. 2013 (~)
Generalist	jaarlijks	2013	2012	1.036	1.01	1.062	1.015	1.049	1.03	1.042	+~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +3.6% (+1.0%; +6.2%) t.o.v. 2013 (+~)
Generalist	jaarlijks	2013	2014	0.94	0.917	0.964	0.922	0.952	0.935	0.946	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -6.0% (-8.3%; -3.6%) t.o.v. 2013 (-)
Generalist	jaarlijks	2013	2015	0.984	0.958	1.011	0.963	0.997	0.977	0.99	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: -1.6% (-4.2%; +1.1%) t.o.v. 2013 (~)
Generalist	jaarlijks	2013	2016	0.964	0.941	0.987	0.946	0.976	0.959	0.969	-~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: -3.6% (-5.9%; -1.3%) t.o.v. 2013 (-~)
Generalist	jaarlijks	2013	2017	0.939	0.913	0.965	0.919	0.952	0.932	0.945	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -6.1% (-8.7%; -3.5%) t.o.v. 2013 (-)
Generalist	jaarlijks	2013	2018	0.944	0.918	0.97	0.923	0.957	0.937	0.95	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -5.6% (-8.2%; -3.0%) t.o.v. 2013 (-)
Generalist	jaarlijks	2013	2019	0.927	0.903	0.951	0.908	0.939	0.921	0.932	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -7.3% (-9.7%; -4.9%) t.o.v. 2013 (-)
Generalist	jaarlijks	2013	2020	0.922	0.895	0.95	0.901	0.937	0.916	0.929	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -7.80% (-10.50%; -5.00%) t.o.v. 2013 (-)
Generalist	jaarlijks	2014	2007	0.977	0.949	1.006	0.955	0.992	0.97	0.984	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -2.3% (-5.1%; +0.6%) t.o.v. 2014 (~)
Generalist	jaarlijks	2014	2008	1.051	1.024	1.077	1.03	1.064	1.044	1.057	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +5.1% (+2.4%; +7.7%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2009	1.045	1.016	1.075	1.022	1.06	1.038	1.052	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +4.5% (+1.6%; +7.5%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2010	1.057	1.029	1.086	1.035	1.072	1.051	1.064	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +5.7% (+2.9%; +8.6%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2011	1.053	1.028	1.078	1.033	1.066	1.047	1.059	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +5.3% (+2.8%; +7.8%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2012	1.101	1.072	1.132	1.078	1.117	1.094	1.108	++	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +10.10% (+7.20%; +13.20%) t.o.v. 2014 (++)
Generalist	jaarlijks	2014	2013	1.064	1.037	1.09	1.043	1.077	1.057	1.07	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +6.4% (+3.7%; +9.0%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2015	1.046	1.02	1.073	1.025	1.06	1.04	1.052	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +4.6% (+2.0%; +7.3%) t.o.v. 2014 (+)
Generalist	jaarlijks	2014	2016	1.025	0.999	1.052	1.004	1.039	1.019	1.031	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: +2.5% (-0.1%; +5.2%) t.o.v. 2014 (~)
Generalist	jaarlijks	2014	2017	0.998	0.975	1.022	0.98	1.01	0.993	1.004	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -0.2% (-2.5%; +2.2%) t.o.v. 2014 (~)
Generalist	jaarlijks	2014	2018	1.003	0.976	1.032	0.982	1.018	0.997	1.01	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: +0.3% (-2.4%; +3.2%) t.o.v. 2014 (~)
Generalist	jaarlijks	2014	2019	0.986	0.958	1.014	0.964	1	0.979	0.992	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -1.4% (-4.2%; +1.4%) t.o.v. 2014 (~)
Generalist	jaarlijks	2014	2020	0.981	0.954	1.008	0.96	0.995	0.975	0.987	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -1.9% (-4.6%; +0.8%) t.o.v. 2014 (~)
Generalist	jaarlijks	2015	2007	0.934	0.907	0.962	0.913	0.948	0.928	0.94	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -6.6% (-9.3%; -3.8%) t.o.v. 2015 (-)
Generalist	jaarlijks	2015	2008	1.004	0.976	1.033	0.982	1.019	0.998	1.011	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +0.4% (-2.4%; +3.3%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2009	0.999	0.973	1.025	0.979	1.012	0.993	1.005	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: -0.1% (-2.7%; +2.5%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2010	1.011	0.983	1.039	0.989	1.025	1.004	1.017	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +1.1% (-1.7%; +3.9%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2011	1.006	0.979	1.034	0.985	1.021	1	1.013	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +0.6% (-2.1%; +3.4%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2012	1.053	1.027	1.08	1.032	1.066	1.047	1.059	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +5.3% (+2.7%; +8.0%) t.o.v. 2015 (+)
Generalist	jaarlijks	2015	2013	1.017	0.99	1.044	0.996	1.031	1.01	1.023	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +1.7% (-1.0%; +4.4%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2014	0.956	0.932	0.981	0.937	0.969	0.95	0.962	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -4.4% (-6.8%; -1.9%) t.o.v. 2015 (-)
Generalist	jaarlijks	2015	2016	0.98	0.956	1.005	0.961	0.993	0.974	0.986	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: -2.0% (-4.4%; +0.5%) t.o.v. 2015 (~)
Generalist	jaarlijks	2015	2017	0.954	0.929	0.98	0.934	0.968	0.948	0.96	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -4.6% (-7.1%; -2.0%) t.o.v. 2015 (-)
Generalist	jaarlijks	2015	2018	0.959	0.936	0.983	0.941	0.972	0.954	0.965	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -4.1% (-6.4%; -1.7%) t.o.v. 2015 (-)
Generalist	jaarlijks	2015	2019	0.942	0.916	0.969	0.922	0.956	0.936	0.948	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -5.8% (-8.4%; -3.1%) t.o.v. 2015 (-)
Generalist	jaarlijks	2015	2020	0.938	0.91	0.967	0.916	0.952	0.931	0.944	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -6.2% (-9.0%; -3.3%) t.o.v. 2015 (-)
Generalist	jaarlijks	2016	2007	0.953	0.928	0.978	0.934	0.966	0.947	0.959	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -4.7% (-7.2%; -2.2%) t.o.v. 2016 (-)
Generalist	jaarlijks	2016	2008	1.025	0.997	1.053	1.003	1.039	1.018	1.031	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +2.5% (-0.3%; +5.3%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2009	1.019	0.992	1.048	0.998	1.034	1.013	1.026	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +1.9% (-0.8%; +4.8%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2010	1.031	1.007	1.056	1.012	1.044	1.026	1.037	+~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +3.1% (+0.7%; +5.6%) t.o.v. 2016 (+~)
Generalist	jaarlijks	2016	2011	1.027	1	1.055	1.006	1.041	1.021	1.033	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +2.7% (+0.0%; +5.5%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2012	1.074	1.045	1.104	1.052	1.09	1.068	1.081	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +7.40% (+4.50%; +10.40%) t.o.v. 2016 (+)
Generalist	jaarlijks	2016	2013	1.037	1.013	1.062	1.018	1.05	1.032	1.043	+~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +3.7% (+1.3%; +6.2%) t.o.v. 2016 (+~)
Generalist	jaarlijks	2016	2014	0.976	0.95	1.001	0.956	0.989	0.97	0.982	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -2.4% (-5.0%; +0.1%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2015	1.02	0.995	1.046	1.001	1.034	1.015	1.027	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +2.0% (-0.5%; +4.6%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2017	0.974	0.95	0.998	0.955	0.986	0.968	0.979	-~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -2.6% (-5.0%; -0.2%) t.o.v. 2016 (-~)
Generalist	jaarlijks	2016	2018	0.979	0.953	1.005	0.959	0.992	0.973	0.985	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: -2.1% (-4.7%; +0.5%) t.o.v. 2016 (~)
Generalist	jaarlijks	2016	2019	0.961	0.938	0.985	0.943	0.974	0.956	0.967	-~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -3.9% (-6.2%; -1.5%) t.o.v. 2016 (-~)
Generalist	jaarlijks	2016	2020	0.957	0.929	0.985	0.935	0.971	0.95	0.963	-	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -4.3% (-7.1%; -1.5%) t.o.v. 2016 (-)
Generalist	jaarlijks	2017	2007	0.979	0.951	1.007	0.957	0.993	0.972	0.985	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -2.1% (-4.9%; +0.7%) t.o.v. 2017 (~)
Generalist	jaarlijks	2017	2008	1.053	1.027	1.079	1.033	1.066	1.047	1.059	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +5.3% (+2.7%; +7.9%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2009	1.047	1.018	1.077	1.024	1.062	1.04	1.054	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +4.7% (+1.8%; +7.7%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2010	1.059	1.031	1.088	1.037	1.074	1.053	1.066	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +5.9% (+3.1%; +8.8%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2011	1.055	1.029	1.081	1.035	1.068	1.049	1.061	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +5.5% (+2.9%; +8.1%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2012	1.103	1.073	1.135	1.079	1.12	1.096	1.111	++	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +10.30% (+7.30%; +13.50%) t.o.v. 2017 (++)
Generalist	jaarlijks	2017	2013	1.065	1.037	1.095	1.043	1.081	1.059	1.072	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +6.5% (+3.7%; +9.5%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2014	1.002	0.978	1.026	0.983	1.014	0.996	1.008	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: +0.2% (-2.2%; +2.6%) t.o.v. 2017 (~)
Generalist	jaarlijks	2017	2015	1.048	1.02	1.077	1.026	1.063	1.041	1.055	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +4.8% (+2.0%; +7.7%) t.o.v. 2017 (+)
Generalist	jaarlijks	2017	2016	1.027	1.002	1.053	1.007	1.04	1.021	1.033	+~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: +2.7% (+0.2%; +5.3%) t.o.v. 2017 (+~)
Generalist	jaarlijks	2017	2018	1.005	0.98	1.031	0.986	1.018	0.999	1.011	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: +0.5% (-2.0%; +3.1%) t.o.v. 2017 (~)
Generalist	jaarlijks	2017	2019	0.987	0.961	1.014	0.967	1.001	0.981	0.994	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -1.3% (-3.9%; +1.4%) t.o.v. 2017 (~)
Generalist	jaarlijks	2017	2020	0.983	0.958	1.008	0.963	0.996	0.977	0.989	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -1.7% (-4.2%; +0.8%) t.o.v. 2017 (~)
Generalist	jaarlijks	2018	2007	0.974	0.946	1.002	0.952	0.988	0.967	0.98	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -2.6% (-5.4%; +0.2%) t.o.v. 2018 (~)
Generalist	jaarlijks	2018	2008	1.047	1.018	1.076	1.025	1.062	1.04	1.054	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +4.7% (+1.8%; +7.6%) t.o.v. 2018 (+)
